IDdistrict,year,month,day,maxtemp,mintemp,sunnyhours,daytype
1-1-1-2,2020,6,28,9,-1,2,SNOWY
1-1-1-2,2020,7,1,-1,-7,1,SNOWY
1-1-1-2,2020,7,2,23,19,10,RAINY
1-1-1-2,2020,7,3,-3,-10,10,SNOWY
1-1-1-2,2020,7,4,41,1,2,SUNNY
1-1-1-2,2020,7,5,-3,-4,5,SUNNY
1-1-1-2,2020,7,6,39,37,8,CLOUDY
1-1-1-2,2020,7,7,-10,-10,5,RAINY
1-1-1-2,2020,7,8,50,33,12,SNOWY
1-1-1-2,2020,7,9,44,5,1,SUNNY
1-1-1-2,2020,7,10,38,33,0,SUNNY
1-1-1-2,2020,7,11,26,25,9,RAINY
1-1-1-2,2020,7,12,39,-5,3,SNOWY
1-1-1-2,2020,7,13,19,-6,1,RAINY
1-1-1-2,2020,7,14,48,0,7,SNOWY
1-1-1-2,2020,7,15,43,30,5,SUNNY
1-1-1-2,2020,7,16,20,8,6,CLOUDY
1-1-1-2,2020,7,17,-5,-10,1,SUNNY
1-1-1-2,2020,7,18,9,5,8,RAINY
1-1-1-2,2020,7,19,42,5,7,SNOWY
1-1-1-2,2020,7,20,18,1,2,CLOUDY
1-1-1-2,2020,7,21,26,12,3,RAINY
1-1-1-2,2020,7,22,18,-3,6,RAINY
1-1-1-2,2020,7,23,10,4,5,RAINY
1-1-1-2,2020,7,24,30,15,0,RAINY
1-1-1-2,2020,7,25,24,-3,9,SUNNY
1-1-1-2,2020,7,26,38,37,12,CLOUDY
1-1-1-2,2020,7,27,28,-4,5,RAINY
1-1-1-2,2020,7,28,21,1,3,SNOWY
1-1-1-2,2020,8,1,13,-2,9,SNOWY
1-1-1-2,2020,8,2,34,34,4,SUNNY
1-1-1-2,2020,8,3,49,-8,7,CLOUDY
1-1-1-2,2020,8,4,40,-10,10,CLOUDY
1-1-1-2,2020,8,5,3,-4,1,SNOWY
1-1-1-2,2020,8,6,9,-7,0,SNOWY
1-1-1-2,2020,8,7,4,-1,9,SNOWY
1-1-1-2,2020,8,8,27,-6,6,SNOWY
1-1-1-2,2020,8,9,-3,-8,9,RAINY
1-1-1-2,2020,8,10,42,27,1,SNOWY
1-1-1-2,2020,8,11,21,-1,11,SNOWY
1-1-1-2,2020,8,12,2,-6,1,RAINY
1-1-1-2,2020,8,13,47,-2,3,SUNNY
1-1-1-2,2020,8,14,39,35,1,RAINY
1-1-1-2,2020,8,15,45,37,1,SUNNY
1-1-1-2,2020,8,16,18,8,3,RAINY
1-1-1-2,2020,8,17,30,17,3,RAINY
1-1-1-2,2020,8,18,31,2,12,SUNNY
1-1-1-2,2020,8,19,6,0,3,SUNNY
1-1-1-2,2020,8,20,19,-8,10,CLOUDY
1-1-1-2,2020,8,21,40,33,7,CLOUDY
1-1-1-2,2020,8,22,14,7,4,SUNNY
1-1-1-2,2020,8,23,2,0,2,SNOWY
1-1-1-2,2020,8,24,41,16,9,CLOUDY
1-1-1-2,2020,8,25,18,8,4,CLOUDY
1-1-1-2,2020,8,26,38,13,3,SUNNY
1-1-1-2,2020,8,27,40,37,7,SNOWY
1-1-1-2,2020,8,28,28,27,12,CLOUDY
1-1-1-2,2020,9,1,45,1,10,RAINY
1-1-1-2,2020,9,2,23,4,12,CLOUDY
1-1-1-2,2020,9,3,-6,-10,8,RAINY
1-1-1-2,2020,9,4,34,20,6,RAINY
1-1-1-2,2020,9,5,40,3,7,RAINY
1-1-1-2,2020,9,6,20,19,5,CLOUDY
1-1-1-2,2020,9,7,47,13,0,SUNNY
1-1-1-2,2020,9,8,12,-2,2,RAINY
1-1-1-2,2020,9,9,30,-7,4,CLOUDY
1-1-1-2,2020,9,10,15,6,0,CLOUDY
1-1-1-2,2020,9,11,8,-6,4,SUNNY
1-1-1-2,2020,9,12,3,2,6,SUNNY
1-1-1-2,2020,9,13,33,19,11,SNOWY
1-1-1-2,2020,9,14,0,-9,9,SUNNY
1-1-1-2,2020,9,15,5,-2,2,SNOWY
1-1-1-2,2020,9,16,33,16,7,CLOUDY
1-1-1-2,2020,9,17,47,17,11,SUNNY
1-1-1-2,2020,9,18,29,3,7,SNOWY
1-1-1-2,2020,9,19,35,-6,9,CLOUDY
1-1-1-2,2020,9,20,39,8,3,CLOUDY
1-1-1-2,2020,9,21,36,27,0,CLOUDY
1-1-1-2,2020,9,22,36,26,0,RAINY
1-1-1-2,2020,9,23,15,15,1,SNOWY
1-1-1-2,2020,9,24,23,20,6,SUNNY
1-1-1-2,2020,9,25,1,-1,11,RAINY
1-1-1-2,2020,9,26,34,31,12,RAINY
1-1-1-2,2020,9,27,50,-10,3,CLOUDY
1-1-1-2,2020,9,28,25,-3,8,CLOUDY
1-1-1-2,2020,10,1,27,24,8,CLOUDY
1-1-1-2,2020,10,2,13,-10,6,CLOUDY
1-1-1-2,2020,10,3,-2,-8,6,SNOWY
1-1-1-2,2020,10,4,3,-4,8,SUNNY
1-1-1-2,2020,10,5,5,4,0,RAINY
1-1-1-2,2020,10,6,14,7,12,CLOUDY
1-1-1-2,2020,10,7,43,27,11,CLOUDY
1-1-1-2,2020,10,8,17,6,0,SNOWY
1-1-1-2,2020,10,9,2,-5,3,CLOUDY
1-1-1-2,2020,10,10,40,-2,6,SNOWY
1-1-1-2,2020,10,11,5,-5,5,CLOUDY
1-1-1-2,2020,10,12,46,7,3,SUNNY
1-1-1-2,2020,10,13,-9,-10,7,RAINY
1-1-1-2,2020,10,14,41,40,10,SUNNY
1-1-1-2,2020,10,15,3,1,4,RAINY
1-1-1-2,2020,10,16,48,29,0,RAINY
1-1-1-2,2020,10,17,33,-10,0,RAINY
1-1-1-2,2020,10,18,14,-1,5,SUNNY
1-1-1-2,2020,10,19,21,1,11,RAINY
1-1-1-2,2020,10,20,7,-6,12,RAINY
1-1-1-2,2020,10,21,1,-6,12,SNOWY
1-1-1-2,2020,10,22,10,4,8,RAINY
1-1-1-2,2020,10,23,38,15,8,SUNNY
1-1-1-2,2020,10,24,17,5,3,SUNNY
1-1-1-2,2020,10,25,44,35,5,SNOWY
1-1-1-2,2020,10,26,24,11,6,SUNNY
1-1-1-2,2020,10,27,30,-3,11,CLOUDY
1-1-1-2,2020,10,28,-4,-5,11,SNOWY
1-1-1-2,2020,11,1,2,-4,11,SUNNY
1-1-1-2,2020,11,2,33,13,8,RAINY
1-1-1-2,2020,11,3,7,4,9,RAINY
1-1-1-2,2020,11,4,9,-5,7,RAINY
1-1-1-2,2020,11,5,14,-1,9,CLOUDY
1-1-1-2,2020,11,6,43,25,9,RAINY
1-1-1-2,2020,11,7,31,-7,5,SUNNY
1-1-1-2,2020,11,8,38,-8,12,SUNNY
1-1-1-2,2020,11,9,46,-1,6,CLOUDY
1-1-1-2,2020,11,10,6,-9,1,SUNNY
1-1-1-2,2020,11,11,41,19,11,RAINY
1-1-1-2,2020,11,12,2,-10,4,SNOWY
1-1-1-2,2020,11,13,36,5,4,SNOWY
1-1-1-2,2020,11,14,28,23,1,SNOWY
1-1-1-2,2020,11,15,39,13,5,SUNNY
1-1-1-2,2020,11,16,35,-6,1,SUNNY
1-1-1-2,2020,11,17,-8,-9,6,CLOUDY
1-1-1-2,2020,11,18,28,20,6,RAINY
1-1-1-2,2020,11,19,24,23,10,CLOUDY
1-1-1-2,2020,11,20,22,16,3,SUNNY
1-1-1-2,2020,11,21,1,-7,11,SNOWY
1-1-1-2,2020,11,22,23,19,11,SNOWY
1-1-1-2,2020,11,23,46,23,9,RAINY
1-1-1-2,2020,11,24,32,22,11,CLOUDY
1-1-1-2,2020,11,25,30,-2,3,RAINY
1-1-1-2,2020,11,26,29,-1,3,SNOWY
1-1-1-2,2020,11,27,-3,-4,4,SUNNY
1-1-1-2,2020,11,28,48,17,12,SNOWY
1-1-1-2,2020,12,1,-4,-5,1,SUNNY
1-1-1-2,2020,12,2,12,1,6,RAINY
1-1-1-2,2020,12,3,-9,-10,5,RAINY
1-1-1-2,2020,12,4,12,5,7,RAINY
1-1-1-2,2020,12,5,0,-10,6,SNOWY
1-1-1-2,2020,12,6,5,-3,7,CLOUDY
1-1-1-2,2020,12,7,41,11,3,SNOWY
1-1-1-2,2020,12,8,36,21,1,SUNNY
1-1-1-2,2020,12,9,37,31,8,SNOWY
1-1-1-2,2020,12,10,3,-4,0,RAINY
1-1-1-2,2020,12,11,-4,-10,11,RAINY
1-1-1-2,2020,12,12,45,42,9,RAINY
1-1-1-2,2020,12,13,28,-8,3,RAINY
1-1-1-2,2020,12,14,22,21,2,RAINY
1-1-1-2,2020,12,15,24,0,8,SNOWY
1-1-1-2,2020,12,16,20,10,12,RAINY
1-1-1-2,2020,12,17,18,-8,8,SNOWY
1-1-1-2,2020,12,18,44,31,3,SUNNY
1-1-1-2,2020,12,19,18,2,9,CLOUDY
1-1-1-2,2020,12,20,-1,-9,5,CLOUDY
1-1-1-2,2020,12,21,47,7,4,RAINY
1-1-1-2,2020,12,22,10,-8,6,RAINY
1-1-1-2,2020,12,23,36,24,7,SNOWY
1-1-1-2,2020,12,24,27,14,7,CLOUDY
1-1-1-2,2020,12,25,32,3,3,CLOUDY
1-1-1-2,2020,12,26,6,-3,5,RAINY
1-1-1-2,2020,12,27,23,-8,2,CLOUDY
1-1-1-2,2020,12,28,33,-5,12,SUNNY
1-1-1-3,2020,1,1,0,-9,2,CLOUDY
1-1-1-3,2020,1,2,2,2,12,RAINY
1-1-1-3,2020,1,3,10,2,8,SUNNY
1-1-1-3,2020,1,4,21,6,2,SNOWY
1-1-1-3,2020,1,5,32,25,2,SUNNY
1-1-1-3,2020,1,6,3,-4,6,CLOUDY
1-1-1-3,2020,1,7,46,5,10,SNOWY
1-1-1-3,2020,1,8,30,29,11,CLOUDY
1-1-1-3,2020,1,9,0,-6,2,RAINY
1-1-1-3,2020,1,10,46,-10,6,CLOUDY
1-1-1-3,2020,1,11,44,3,0,SUNNY
1-1-1-3,2020,1,12,46,25,5,SUNNY
1-1-1-3,2020,1,13,5,-3,1,SUNNY
1-1-1-3,2020,1,14,28,19,12,CLOUDY
1-1-1-3,2020,1,15,-2,-8,6,CLOUDY
1-1-1-3,2020,1,16,38,15,12,SNOWY
1-1-1-3,2020,1,17,27,27,3,SNOWY
1-1-1-3,2020,1,18,12,-5,0,CLOUDY
1-1-1-3,2020,1,19,42,35,0,SUNNY
1-1-1-3,2020,1,20,35,28,0,SUNNY
1-1-1-3,2020,1,21,6,-5,2,RAINY
1-1-1-3,2020,1,22,37,7,10,RAINY
1-1-1-3,2020,1,23,31,19,2,CLOUDY
1-1-1-3,2020,1,24,36,18,1,CLOUDY
1-1-1-3,2020,1,25,9,-3,0,RAINY
1-1-1-3,2020,1,26,38,15,0,CLOUDY
1-1-1-3,2020,1,27,43,-9,7,CLOUDY
1-1-1-3,2020,1,28,13,10,2,SUNNY
1-1-1-3,2020,2,1,2,-7,12,SNOWY
1-1-1-3,2020,2,2,31,13,5,SNOWY
1-1-1-3,2020,2,3,30,30,5,CLOUDY
1-1-1-3,2020,2,4,14,1,6,SUNNY
1-1-1-3,2020,2,5,10,5,7,SNOWY
1-1-1-3,2020,2,6,36,25,4,RAINY
1-1-1-3,2020,2,7,46,9,3,SNOWY
1-1-1-3,2020,2,8,4,4,5,CLOUDY
1-1-1-3,2020,2,9,3,0,3,SNOWY
1-1-1-3,2020,2,10,44,16,3,SUNNY
1-1-1-3,2020,2,11,40,35,6,SUNNY
1-1-1-3,2020,2,12,17,7,5,RAINY
1-1-1-3,2020,2,13,42,2,12,CLOUDY
1-1-1-3,2020,2,14,-3,-4,2,CLOUDY
1-1-1-3,2020,2,15,7,3,9,SNOWY
1-1-1-3,2020,2,16,47,14,11,SUNNY
1-1-1-3,2020,2,17,43,8,12,RAINY
1-1-1-3,2020,2,18,-2,-9,5,SUNNY
1-1-1-3,2020,2,19,37,5,10,CLOUDY
1-1-1-3,2020,2,20,3,-1,11,SNOWY
1-1-1-3,2020,2,21,11,-7,6,CLOUDY
1-1-1-3,2020,2,22,49,33,1,SNOWY
1-1-1-3,2020,2,23,19,10,2,SNOWY
1-1-1-3,2020,2,24,42,23,0,RAINY
1-1-1-3,2020,2,25,22,6,6,RAINY
1-1-1-3,2020,2,26,47,10,12,RAINY
1-1-1-3,2020,2,27,2,2,12,CLOUDY
1-1-1-3,2020,2,28,-3,-9,3,RAINY
1-1-1-3,2020,3,1,48,48,6,SNOWY
1-1-1-3,2020,3,2,4,-3,3,CLOUDY
1-1-1-3,2020,3,3,38,-9,0,RAINY
1-1-1-3,2020,3,4,15,-3,10,SUNNY
1-1-1-3,2020,3,5,20,19,0,CLOUDY
1-1-1-3,2020,3,6,10,-3,4,RAINY
1-1-1-3,2020,3,7,41,27,4,RAINY
1-1-1-3,2020,3,8,39,1,1,SUNNY
1-1-1-3,2020,3,9,43,34,8,CLOUDY
1-1-1-3,2020,3,10,48,3,5,RAINY
1-1-1-3,2020,3,11,5,-4,4,SUNNY
1-1-1-3,2020,3,12,29,17,3,CLOUDY
1-1-1-3,2020,3,13,18,-5,12,SUNNY
1-1-1-3,2020,3,14,-3,-7,11,CLOUDY
1-1-1-3,2020,3,15,40,0,2,SNOWY
1-1-1-3,2020,3,16,48,43,12,RAINY
1-1-1-3,2020,3,17,42,14,7,CLOUDY
1-1-1-3,2020,3,18,29,-4,10,SUNNY
1-1-1-3,2020,3,19,45,29,7,RAINY
1-1-1-3,2020,3,20,50,42,2,SNOWY
1-1-1-3,2020,3,21,47,18,9,SUNNY
1-1-1-3,2020,3,22,12,-5,9,SUNNY
1-1-1-3,2020,3,23,4,-3,9,SUNNY
1-1-1-3,2020,3,24,34,-6,9,SNOWY
1-1-1-3,2020,3,25,44,38,6,RAINY
1-1-1-3,2020,3,26,-10,-10,6,CLOUDY
1-1-1-3,2020,3,27,5,-7,3,SUNNY
1-1-1-3,2020,3,28,11,11,6,RAINY
1-1-1-3,2020,4,1,13,8,9,SUNNY
1-1-1-3,2020,4,2,20,9,9,RAINY
1-1-1-3,2020,4,3,-10,-10,10,SUNNY
1-1-1-3,2020,4,4,3,-10,1,SNOWY
1-1-1-3,2020,4,5,11,-6,7,SNOWY
1-1-1-3,2020,4,6,-3,-10,4,SUNNY
1-1-1-3,2020,4,7,39,24,8,RAINY
1-1-1-3,2020,4,8,22,-4,1,SNOWY
1-1-1-3,2020,4,9,-1,-8,3,SUNNY
1-1-1-3,2020,4,10,21,17,11,SNOWY
1-1-1-3,2020,4,11,-3,-10,8,RAINY
1-1-1-3,2020,4,12,37,-1,4,SNOWY
1-1-1-3,2020,4,13,41,13,6,SUNNY
1-1-1-3,2020,4,14,14,11,0,RAINY
1-1-1-3,2020,4,15,2,1,4,CLOUDY
1-1-1-3,2020,4,16,50,23,9,SNOWY
1-1-1-3,2020,4,17,41,33,2,RAINY
1-1-1-3,2020,4,18,8,4,0,SNOWY
1-1-1-3,2020,4,19,29,15,6,RAINY
1-1-1-3,2020,4,20,4,-5,6,SNOWY
1-1-1-3,2020,4,21,34,10,6,CLOUDY
1-1-1-3,2020,4,22,19,10,12,RAINY
1-1-1-3,2020,4,23,35,24,4,SNOWY
1-1-1-3,2020,4,24,46,33,0,RAINY
1-1-1-3,2020,4,25,32,25,1,RAINY
1-1-1-3,2020,4,26,-5,-7,9,SUNNY
1-1-1-3,2020,4,27,26,20,12,SUNNY
1-1-1-3,2020,4,28,31,1,3,SUNNY
1-1-1-3,2020,5,1,0,0,12,RAINY
1-1-1-3,2020,5,2,-10,-10,2,CLOUDY
1-1-1-3,2020,5,3,26,24,7,SUNNY
1-1-1-3,2020,5,4,15,-2,4,SUNNY
1-1-1-3,2020,5,5,43,-7,6,SNOWY
1-1-1-3,2020,5,6,44,-10,3,SUNNY
1-1-1-3,2020,5,7,42,2,10,CLOUDY
1-1-1-3,2020,5,8,22,-2,2,CLOUDY
1-1-1-3,2020,5,9,-6,-8,11,CLOUDY
1-1-1-3,2020,5,10,36,3,9,SNOWY
1-1-1-3,2020,5,11,45,1,10,RAINY
1-1-1-3,2020,5,12,-10,-10,11,SNOWY
1-1-1-3,2020,5,13,10,-8,6,CLOUDY
1-1-1-3,2020,5,14,28,-3,8,CLOUDY
1-1-1-3,2020,5,15,43,14,11,SNOWY
1-1-1-3,2020,5,16,3,-9,1,SNOWY
1-1-1-3,2020,5,17,3,2,11,CLOUDY
1-1-1-3,2020,5,18,31,-4,10,SNOWY
1-1-1-3,2020,5,19,32,-6,10,CLOUDY
1-1-1-3,2020,5,20,-4,-6,7,SUNNY
1-1-1-3,2020,5,21,44,32,8,SNOWY
1-1-1-3,2020,5,22,3,-2,4,CLOUDY
1-1-1-3,2020,5,23,2,1,0,RAINY
1-1-1-3,2020,5,24,-8,-9,8,SNOWY
1-1-1-3,2020,5,25,44,32,3,CLOUDY
1-1-1-3,2020,5,26,-4,-6,3,RAINY
1-1-1-3,2020,5,27,47,-7,1,CLOUDY
1-1-1-3,2020,5,28,45,34,9,SNOWY
1-1-1-3,2020,6,1,25,8,3,CLOUDY
1-1-1-3,2020,6,2,28,-5,12,SUNNY
1-1-1-3,2020,6,3,26,14,10,CLOUDY
1-1-1-3,2020,6,4,7,-9,6,RAINY
1-1-1-3,2020,6,5,32,6,12,RAINY
1-1-1-3,2020,6,6,37,7,11,RAINY
1-1-1-3,2020,6,7,27,-9,3,SUNNY
1-1-1-3,2020,6,8,7,5,3,CLOUDY
1-1-1-3,2020,6,9,-10,-10,10,SUNNY
1-1-1-3,2020,6,10,31,6,10,SNOWY
1-1-1-3,2020,6,11,-10,-10,2,SUNNY
1-1-1-3,2020,6,12,46,38,2,SNOWY
1-1-1-3,2020,6,13,-4,-9,7,SNOWY
1-1-1-3,2020,6,14,35,27,7,RAINY
1-1-1-3,2020,6,15,14,10,2,RAINY
1-1-1-3,2020,6,16,9,7,1,RAINY
1-1-1-3,2020,6,17,-1,-2,10,CLOUDY
1-1-1-3,2020,6,18,46,17,6,SNOWY
1-1-1-3,2020,6,19,8,-6,7,CLOUDY
1-1-1-3,2020,6,20,40,-4,0,CLOUDY
1-1-1-3,2020,6,21,7,1,8,RAINY
1-1-1-3,2020,6,22,46,27,5,SNOWY
1-1-1-3,2020,6,23,18,-8,2,SNOWY
1-1-1-3,2020,6,24,5,-4,1,SUNNY
1-1-1-3,2020,6,25,46,29,11,SUNNY
1-1-1-3,2020,6,26,11,0,3,CLOUDY
1-1-1-3,2020,6,27,23,11,11,CLOUDY
1-1-1-3,2020,6,28,-8,-9,5,CLOUDY
1-1-1-3,2020,7,1,10,7,4,SUNNY
1-1-1-3,2020,7,2,-2,-10,6,CLOUDY
1-1-1-3,2020,7,3,1,1,2,SUNNY
1-1-1-3,2020,7,4,18,4,2,SNOWY
1-1-1-3,2020,7,5,16,-3,8,CLOUDY
1-1-1-3,2020,7,6,30,3,11,RAINY
1-1-1-3,2020,7,7,32,28,11,SUNNY
1-1-1-3,2020,7,8,1,-10,1,SUNNY
1-1-1-3,2020,7,9,35,-7,4,SUNNY
1-1-1-3,2020,7,10,10,2,8,CLOUDY
1-1-1-3,2020,7,11,39,27,12,CLOUDY
1-1-1-3,2020,7,12,37,8,7,SNOWY
1-1-1-3,2020,7,13,39,-4,2,SUNNY
1-1-1-3,2020,7,14,5,2,3,SNOWY
1-1-1-3,2020,7,15,16,11,11,SNOWY
1-1-1-3,2020,7,16,41,10,4,CLOUDY
1-1-1-3,2020,7,17,-3,-6,4,SUNNY
1-1-1-3,2020,7,18,7,-9,5,SUNNY
1-1-1-3,2020,7,19,22,-8,4,SNOWY
1-1-1-3,2020,7,20,45,18,9,RAINY
1-1-1-3,2020,7,21,1,0,9,SUNNY
1-1-1-3,2020,7,22,-9,-10,6,CLOUDY
1-1-1-3,2020,7,23,20,20,7,SNOWY
1-1-1-3,2020,7,24,10,8,8,RAINY
1-1-1-3,2020,7,25,26,-2,5,RAINY
1-1-1-3,2020,7,26,5,-5,10,RAINY
1-1-1-3,2020,7,27,1,1,2,SNOWY
1-1-1-3,2020,7,28,22,19,3,CLOUDY
1-1-1-3,2020,8,1,11,-8,0,RAINY
1-1-1-3,2020,8,2,41,20,8,SUNNY
1-1-1-3,2020,8,3,32,5,4,CLOUDY
1-1-1-3,2020,8,4,8,0,4,SUNNY
1-1-1-3,2020,8,5,33,11,0,RAINY
1-1-1-3,2020,8,6,-2,-9,11,SUNNY
1-1-1-3,2020,8,7,20,-8,8,SUNNY
1-1-1-3,2020,8,8,45,0,4,SNOWY
1-1-1-3,2020,8,9,43,30,2,CLOUDY
1-1-1-3,2020,8,10,-9,-10,9,CLOUDY
1-1-1-3,2020,8,11,14,14,8,SUNNY
1-1-1-3,2020,8,12,16,10,4,SUNNY
1-1-1-3,2020,8,13,38,26,11,SNOWY
1-1-1-3,2020,8,14,26,20,11,RAINY
1-1-1-3,2020,8,15,13,-7,3,SNOWY
1-1-1-3,2020,8,16,-6,-10,9,SUNNY
1-1-1-3,2020,8,17,-1,-4,11,CLOUDY
1-1-1-3,2020,8,18,42,29,11,SNOWY
1-1-1-3,2020,8,19,33,6,6,SNOWY
1-1-1-3,2020,8,20,41,27,1,CLOUDY
1-1-1-3,2020,8,21,35,1,11,SUNNY
1-1-1-3,2020,8,22,-8,-9,9,RAINY
1-1-1-3,2020,8,23,48,-6,5,RAINY
1-1-1-3,2020,8,24,-4,-9,1,CLOUDY
1-1-1-3,2020,8,25,17,-10,8,CLOUDY
1-1-1-3,2020,8,26,49,22,1,SUNNY
1-1-1-3,2020,8,27,49,6,11,RAINY
1-1-1-3,2020,8,28,-5,-7,5,RAINY
1-1-1-3,2020,9,1,19,16,2,CLOUDY
1-1-1-3,2020,9,2,40,33,4,CLOUDY
1-1-1-3,2020,9,3,14,-2,7,SUNNY
1-1-1-3,2020,9,4,21,-10,9,SUNNY
1-1-1-3,2020,9,5,3,-8,2,SNOWY
1-1-1-3,2020,9,6,19,12,1,CLOUDY
1-1-1-3,2020,9,7,31,24,9,CLOUDY
1-1-1-3,2020,9,8,3,-8,0,SUNNY
1-1-1-3,2020,9,9,50,44,7,SNOWY
1-1-1-3,2020,9,10,-5,-8,11,SUNNY
1-1-1-3,2020,9,11,-7,-8,12,SUNNY
1-1-1-3,2020,9,12,11,11,5,CLOUDY
1-1-1-3,2020,9,13,27,5,4,SNOWY
1-1-1-3,2020,9,14,46,11,9,SNOWY
1-1-1-3,2020,9,15,36,17,11,SNOWY
1-1-1-3,2020,9,16,1,-1,11,SUNNY
1-1-1-3,2020,9,17,23,5,0,SNOWY
1-1-1-3,2020,9,18,8,-3,6,SNOWY
1-1-1-3,2020,9,19,38,34,5,CLOUDY
1-1-1-3,2020,9,20,41,14,0,SNOWY
1-1-1-3,2020,9,21,15,-5,5,CLOUDY
1-1-1-3,2020,9,22,28,2,1,CLOUDY
1-1-1-3,2020,9,23,4,-2,12,RAINY
1-1-1-3,2020,9,24,20,18,0,SNOWY
1-1-1-3,2020,9,25,32,14,7,SUNNY
1-1-1-3,2020,9,26,42,14,12,RAINY
1-1-1-3,2020,9,27,29,27,6,RAINY
1-1-1-3,2020,9,28,10,2,12,SNOWY
1-1-1-3,2020,10,1,-4,-7,8,CLOUDY
1-1-1-3,2020,10,2,5,-3,0,CLOUDY
1-1-1-3,2020,10,3,11,8,1,SNOWY
1-1-1-3,2020,10,4,17,7,10,RAINY
1-1-1-3,2020,10,5,2,-5,10,RAINY
1-1-1-3,2020,10,6,-8,-10,0,SNOWY
1-1-1-3,2020,10,7,36,26,2,CLOUDY
1-1-1-3,2020,10,8,5,-7,10,SNOWY
1-1-1-3,2020,10,9,20,10,0,SNOWY
1-1-1-3,2020,10,10,22,-3,1,CLOUDY
1-1-1-3,2020,10,11,48,24,4,CLOUDY
1-1-1-3,2020,10,12,16,2,8,RAINY
1-1-1-3,2020,10,13,10,-10,9,RAINY
1-1-1-3,2020,10,14,28,-3,0,SUNNY
1-1-1-3,2020,10,15,43,27,12,CLOUDY
1-1-1-3,2020,10,16,34,-3,10,CLOUDY
1-1-1-3,2020,10,17,3,-5,9,SNOWY
1-1-1-3,2020,10,18,13,-5,12,SUNNY
1-1-1-3,2020,10,19,23,11,7,CLOUDY
1-1-1-3,2020,10,20,22,0,5,CLOUDY
1-1-1-3,2020,10,21,-8,-10,0,SUNNY
1-1-1-3,2020,10,22,8,3,3,RAINY
1-1-1-3,2020,10,23,3,-4,9,SUNNY
1-1-1-3,2020,10,24,30,7,6,SNOWY
1-1-1-3,2020,10,25,36,-10,6,RAINY
1-1-1-3,2020,10,26,16,8,10,RAINY
1-1-1-3,2020,10,27,38,34,6,SUNNY
1-1-1-3,2020,10,28,45,12,4,SUNNY
1-1-1-3,2020,11,1,18,-5,11,SNOWY
1-1-1-3,2020,11,2,0,-6,5,CLOUDY
1-1-1-3,2020,11,3,4,-2,12,SUNNY
1-1-1-3,2020,11,4,-6,-7,11,SUNNY
1-1-1-3,2020,11,5,10,10,8,SNOWY
1-1-1-3,2020,11,6,7,3,0,SNOWY
1-1-1-3,2020,11,7,6,3,9,CLOUDY
1-1-1-3,2020,11,8,3,0,11,CLOUDY
1-1-1-3,2020,11,9,43,25,2,CLOUDY
1-1-1-3,2020,11,10,21,-7,8,RAINY
1-1-1-3,2020,11,11,5,5,8,CLOUDY
1-1-1-3,2020,11,12,0,-5,5,SUNNY
1-1-1-3,2020,11,13,31,-5,9,SNOWY
1-1-1-3,2020,11,14,24,11,10,SUNNY
1-1-1-3,2020,11,15,26,-8,12,RAINY
1-1-1-3,2020,11,16,-8,-9,11,SNOWY
1-1-1-3,2020,11,17,49,39,0,CLOUDY
1-1-1-3,2020,11,18,23,0,3,CLOUDY
1-1-1-3,2020,11,19,5,-4,6,RAINY
1-1-1-3,2020,11,20,47,3,4,RAINY
1-1-1-3,2020,11,21,49,-7,11,CLOUDY
1-1-1-3,2020,11,22,5,-5,2,RAINY
1-1-1-3,2020,11,23,21,-7,12,CLOUDY
1-1-1-3,2020,11,24,23,-3,1,SUNNY
1-1-1-3,2020,11,25,31,0,11,SUNNY
1-1-1-3,2020,11,26,44,36,10,SUNNY
1-1-1-3,2020,11,27,9,5,7,SNOWY
1-1-1-3,2020,11,28,10,3,5,SUNNY
1-1-1-3,2020,12,1,-4,-5,4,SUNNY
1-1-1-3,2020,12,2,19,17,5,RAINY
1-1-1-3,2020,12,3,12,12,5,SNOWY
1-1-1-3,2020,12,4,-2,-8,2,SUNNY
1-1-1-3,2020,12,5,-5,-6,5,SNOWY
1-1-1-3,2020,12,6,6,5,1,RAINY
1-1-1-3,2020,12,7,-2,-7,0,CLOUDY
1-1-1-3,2020,12,8,17,-7,2,SUNNY
1-1-1-3,2020,12,9,50,49,4,SUNNY
1-1-1-3,2020,12,10,32,23,11,SUNNY
1-1-1-3,2020,12,11,37,-7,4,CLOUDY
1-1-1-3,2020,12,12,-3,-8,6,RAINY
1-1-1-3,2020,12,13,18,10,3,SUNNY
1-1-1-3,2020,12,14,30,11,6,SNOWY
1-1-1-3,2020,12,15,44,33,2,SNOWY
1-1-1-3,2020,12,16,-5,-9,3,RAINY
1-1-1-3,2020,12,17,6,-3,1,RAINY
1-1-1-3,2020,12,18,29,0,7,CLOUDY
1-1-1-3,2020,12,19,-9,-10,10,SNOWY
1-1-1-3,2020,12,20,-8,-9,3,SNOWY
1-1-1-3,2020,12,21,0,-4,11,SNOWY
1-1-1-3,2020,12,22,-9,-10,5,SUNNY
1-1-1-3,2020,12,23,48,10,1,RAINY
1-1-1-3,2020,12,24,14,-10,9,SNOWY
1-1-1-3,2020,12,25,20,13,8,SUNNY
1-1-1-3,2020,12,26,34,-8,2,SNOWY
1-1-1-3,2020,12,27,19,-6,8,SNOWY
1-1-1-3,2020,12,28,33,27,9,SNOWY
1-1-1-4,2020,1,1,-2,-6,6,SNOWY
